ski_resort_name,city,country,longitude,latitude,rating,elevation_info,total_slopes,blue_slopes,red_slopes,black_slopes,total_lifts,total_big_gondolas,total_gondolas,total_chairlifts,total_t_bars,total_moving_carpets
Ski resort Moosbach,Moosbach,Germany,12.4080158,49.5916596,2.0 out of 5 stars,896 m - 916 m (Difference 20 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Jonsdorf,Jonsdorf,Germany,14.7022916,50.8553728,2.0 out of 5 stars,620 m - 653 m (Difference 33 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Pian San Giacomo,Pian San Giacomo,Switzerland,9.2269445,46.4203657,2.0 out of 5 stars,1180 m - 1200 m (Difference 20 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Bambino,Świeradów-Zdrój,Poland,15.3332153,50.9093388,2.0 out of 5 stars,530 m - 547 m (Difference 17 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Borgloh – Hilter-Uphöfen,Uphöfen,Germany,8.2141919,52.192168,2.0 out of 5 stars,100 m - 140 m (Difference 40 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Urnerboden,Urnerboden,Switzerland,8.9017644,46.8894938,2.0 out of 5 stars,1360 m - 1420 m (Difference 60 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Borici – Sjenica,Sjenica (Сjеница),Serbia,19.9991727,43.2729348,2.0 out of 5 stars,1010 m - 1050 m (Difference 40 m),0.4,0.4,0.0,0.0,1.0,0,0,0,0,0
Ski resort Bonderlen,Adelboden,Switzerland,7.5587618,46.4927213,2.0 out of 5 stars,1354 m - 1364 m (Difference 10 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Torquay Alpine Ski Club,Torquay,United Kingdom,-3.5211361,50.4652392,2.0 out of 5 stars,91 m - 110 m (Difference 19 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Plas-y-Brenin,Betws-y-Coed,United Kingdom,-3.825125545889061,53.09423700000001,2.0 out of 5 stars,182 m - 190 m (Difference 8 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Waldsportpark Ebersberg,Ebersberg,Germany,11.9647521,48.0765786,2.0 out of 5 stars,571 m - 599 m (Difference 28 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Arzleiten – Altaussee,Altaussee,Austria,13.7640614,47.6398954,2.0 out of 5 stars,771 m - 780 m (Difference 9 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Lyrestad,Lyrestad,Sweden,14.0591279,58.8036306,2.0 out of 5 stars,81 m - 90 m (Difference 9 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Unterweißenbach,Unterweißenbach,Germany,11.7055727,50.2298261,2.0 out of 5 stars,432 m - 478 m (Difference 46 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Büschergrund (Freudenberg),Büschergrund,Germany,7.8892027,50.9115131,2.0 out of 5 stars,340 m - 390 m (Difference 50 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Lechbruck am See,Lechbruck,Germany,10.7968936,47.6987657,2.0 out of 5 stars,740 m - 770 m (Difference 30 m),0.4,0.4,0.0,0.0,1.0,0,0,0,0,0
Ski resort Schermtanne – Stiegelschwand,Adelboden,Switzerland,7.5587618,46.4927213,2.0 out of 5 stars,1481 m - 1509 m (Difference 28 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Schützenberg – Muggendorf,Muggendorf,Germany,11.262593,49.8035845,2.0 out of 5 stars,316 m - 356 m (Difference 40 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Nunningen,Nunningen,Switzerland,7.6197691,47.3939723,2.0 out of 5 stars,660 m - 700 m (Difference 40 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Landerzhofen (Greding),Landerzhofen,Germany,11.3910364,49.0619812,2.0 out of 5 stars,449 m - 464 m (Difference 15 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Molėtų,,Lithuania,,,,160 m - 193 m (Difference 33 m),0.2,0.0,0.2,0.0,0.0,0,0,0,0,0
Ski resort Bermsgrün (Schwarzenberg),Bermsgrün,Germany,12.7771852,50.5206029,2.0 out of 5 stars,610 m - 660 m (Difference 50 m),0.4,0.4,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Loch Insh Outdoor Centre,Kingussie,United Kingdom,-4.051164,57.0802761,2.0 out of 5 stars,226 m - 230 m (Difference 4 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Barbara – Izer,Świeradów-Zdrój,Poland,15.3332153,50.9093388,2.0 out of 5 stars,572 m - 596 m (Difference 24 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Kendal Ski Centre,Kendal,United Kingdom,-2.747183,54.3289795,2.0 out of 5 stars,51 m - 67 m (Difference 16 m),0.2,0.2,0.0,0.0,2.0,0,0,0,0,0
Ski resort Hurrbacken – Gräsmyr,Gräsmyr,Sweden,19.6180725,63.7674774,2.0 out of 5 stars,102 m - 145 m (Difference 43 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort U Bolka – Miedzygórze,Międzygórze,Poland,16.7668681,50.2279399,,712 m - 772 m (Difference 60 m),0.4,0.4,0.0,0.0,0.0,0,0,0,0,0
Ski resort Gruvberget,Boden,Sweden,21.6964105,65.8275004,2.0 out of 5 stars,85 m - 113 m (Difference 28 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Steinbrunnenlift – Hintersteinbach,Hintersteinbach,Germany,10.2650674,49.0047042,2.0 out of 5 stars,488 m - 519 m (Difference 31 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Ascher Rauth – Fuchstal,Asch,Germany,8.4701847,50.8863456,2.0 out of 5 stars,650 m - 674 m (Difference 24 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Oberhöll (Theisseil),Oberhöll,Germany,11.9986367,50.3338812,2.0 out of 5 stars,523 m - 577 m (Difference 54 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Siretorp – Sandfors,Sandfors,Sweden,20.6131739,64.9095863,2.0 out of 5 stars,104 m - 144 m (Difference 40 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Altenfeld,Altenfeld,Germany,10.9609733,50.5644442,2.0 out of 5 stars,650 m - 710 m (Difference 60 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Eschenbuckel – Betzweiler,,Germany,7.4192481,51.3708491,2.0 out of 5 stars,594 m - 638 m (Difference 44 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Timmersdala,Timmersdala,Sweden,13.7593588,58.5277186,2.0 out of 5 stars,86 m - 103 m (Difference 17 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Wirtsberg – Bartholomä/​Heubach,Bartholomä,Germany,9.989245,48.7542906,2.0 out of 5 stars,650 m - 690 m (Difference 40 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Stocksberg – Beilstein,Stocksberg,Germany,9.407515,49.0694664,2.0 out of 5 stars,495 m - 515 m (Difference 20 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Orawcowa – Zwardón,Zwardoń,Poland,18.97742,49.5043198,,699 m - 797 m (Difference 98 m),0.4,0.4,0.0,0.0,0.0,0,0,0,0,0
Dry slopes Nieuwegein,Utrecht,Netherlands,5.1215634,52.0907006,2.0 out of 5 stars,2 m - 14 m (Difference 12 m),0.4,0.4,0.0,0.0,4.0,0,0,0,0,0
Ski resort Bakcy Na Goruszce – Jaworze,Bielsko-Biała,Poland,19.029198802013944,49.81207845,,383 m - 405 m (Difference 22 m),0.3,0.3,0.0,0.0,0.0,0,0,0,0,0
Ski resort Richterbichl – Rottenbuch,Rottenbuch,Germany,10.9654353,47.7330172,2.0 out of 5 stars,763 m - 785 m (Difference 22 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Kirchdorfer Hügel – Bad Wörishofen,Bad Wörishofen,Germany,10.5921263,48.0059852,2.0 out of 5 stars,616 m - 635 m (Difference 19 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Skicentrum Moser,Enschede,Netherlands,6.8940537,52.2209855,2.0 out of 5 stars,32 m - 43 m (Difference 11 m),0.4,0.4,0.0,0.0,3.0,0,0,0,0,0
Ski resort Streckewalde (Großrückerswalde),Streckewalde,Germany,13.07329,50.6260735,2.0 out of 5 stars,450 m - 470 m (Difference 20 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Schöllenbach,Schöllenbach,Germany,9.0705637,49.5666944,2.0 out of 5 stars,313 m - 350 m (Difference 37 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Ernstberg – Waldkönigen (Daun),Waldkönigen,Germany,6.7978232,50.229589,2.0 out of 5 stars,570 m - 600 m (Difference 30 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Llangrannog Ski Centre,Llangrannog,United Kingdom,-4.4665269,52.1590097,2.0 out of 5 stars,101 m - 116 m (Difference 15 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Lohwaldhäng – Lindberg,Ludwigsthal,Germany,13.2371274,49.0559994,2.0 out of 5 stars,634 m - 688 m (Difference 54 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Andreasberg – Auerbach/​Erzg.,Auerbach/Erzg.,Germany,12.913459380675436,50.68206505,2.0 out of 5 stars,510 m - 600 m (Difference 90 m),0.4,0.4,0.0,0.0,1.0,0,0,0,0,0
Ski resort Im Gelltal – Waldkappel,Waldkappel,Germany,9.8568782,51.1351872,2.0 out of 5 stars,266 m - 313 m (Difference 47 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Diament – Międzygórze,Międzygórze,Poland,16.7668681,50.2279399,,730 m - 790 m (Difference 60 m),0.4,0.4,0.0,0.0,0.0,0,0,0,0,0
Ski resort Kesselrain – Heidelstein,,Germany,7.4192481,51.3708491,2.0 out of 5 stars,816 m - 852 m (Difference 36 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Langkampfen,Langkampfen,Austria,12.079723948042025,47.55163005,2.0 out of 5 stars,520 m - 543 m (Difference 23 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Puoltikasvaara,Puoltikasvaara,Sweden,21.105806,67.4405188,2.0 out of 5 stars,392 m - 402 m (Difference 10 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Türnental – Fürnsal (Dornhan),Fürnsal,Germany,8.5197369,48.3764463,2.0 out of 5 stars,540 m - 559 m (Difference 19 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Cursdorf,,Germany,7.4192481,51.3708491,2.0 out of 5 stars,685 m - 710 m (Difference 25 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Sveti Konstantin,Sveti Konstantin,Bulgaria,24.2229107,42.0289414,2.0 out of 5 stars,1340 m - 1360 m (Difference 20 m),0.2,0.2,0.0,0.0,2.0,0,0,0,0,0
Ski resort Egļukalns,,Latvia,,,2.0 out of 5 stars,195 m - 220 m (Difference 25 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Trient,Trient,Switzerland,6.9953742,46.0559487,2.0 out of 5 stars,1320 m - 1350 m (Difference 30 m),0.1,0.1,0.0,0.0,1.0,0,0,0,0,0
Ski resort Rabenstein (Zwiesel),Rabenstein,Germany,11.0811653,49.9726161,2.0 out of 5 stars,722 m - 763 m (Difference 41 m),0.4,0.4,0.0,0.0,1.0,0,0,0,0,0
Ski resort Bananowy,Szczyrk,Poland,19.0254613,49.7165976,2.0 out of 5 stars,604 m - 621 m (Difference 17 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Dry slopes Dayz Søhøjlandets Skicenter,Silkeborg,Denmark,9.5495141,56.169453,,80 m - 100 m (Difference 20 m),0.1,0.1,0.0,0.0,0.0,0,0,0,0,0
Ski resort Roter Bühl – Neufra,,Germany,7.4192481,51.3708491,2.0 out of 5 stars,723 m - 756 m (Difference 33 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Bromskirchen – Am Hohen Stein,Bromskirchen,Germany,8.625767,51.0946316,2.0 out of 5 stars,539 m - 580 m (Difference 41 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Moosenlift – Uttendorf,Köhlbichl,Austria,12.570982,47.2741402,2.0 out of 5 stars,794 m - 817 m (Difference 23 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Knoten – Arborn,Arborn,Germany,8.170913441708095,50.58588195,2.0 out of 5 stars,533 m - 560 m (Difference 27 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Vals,Vals,Austria,11.5758987,47.040329,2.0 out of 5 stars,1340 m - 1370 m (Difference 30 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Slagterbanken – Frøbjerg Bavnehøj,Orte,Denmark,10.0941193,55.349065,2.0 out of 5 stars,85 m - 127 m (Difference 42 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Nylandsbacken,Nyland,Sweden,17.7570693,63.0085095,2.0 out of 5 stars,20 m - 41 m (Difference 21 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Zegiestów,Żegiestów-Zdrój,Poland,20.810496,49.3604221,2.0 out of 5 stars,430 m - 475 m (Difference 45 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Hirschbergarena – Wickenrode (Helsa),,Germany,7.4192481,51.3708491,2.0 out of 5 stars,390 m - 430 m (Difference 40 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Eichberg – Gröden (Brandenburg),Gröden,Germany,13.5727815,51.4042122,2.0 out of 5 stars,129 m - 151 m (Difference 22 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Gårdsberget – Bräcke,Bräcke,Sweden,15.666667,62.783333,2.0 out of 5 stars,316 m - 376 m (Difference 60 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Djævlebakken – Holstebro,Holstebro,Denmark,8.6159188,56.3590324,2.0 out of 5 stars,27 m - 42 m (Difference 15 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Greifenstein,Greifenstein,Germany,8.2583542,50.5951403,2.0 out of 5 stars,410 m - 435 m (Difference 25 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Hänscheberg – Neusalza-Spremberg,Neusalza-Spremberg,Germany,14.5444692,51.0337401,2.0 out of 5 stars,360 m - 385 m (Difference 25 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Oberliezheim (Bissingen),Oberliezheim,Germany,10.5736301,48.6953348,2.0 out of 5 stars,512 m - 520 m (Difference 8 m),0.2,0.2,0.0,0.0,1.0,0,0,0,0,0
Ski resort Birkach (Herrieden),Birkach,Germany,10.763243965376718,49.7276829,2.0 out of 5 stars,465 m - 495 m (Difference 30 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
Ski resort Vinterberget – Olofström,Olofström,Sweden,14.5161735,56.3014882,2.0 out of 5 stars,74 m - 98 m (Difference 24 m),0.3,0.3,0.0,0.0,1.0,0,0,0,0,0
