ski_resort_name,city,country,longitude,latitude,rating,elevation_info,total_slopes,blue_slopes,red_slopes,black_slopes,total_lifts,total_big_gondolas,total_gondolas,total_chairlifts,total_t_bars,total_moving_carpets
Ski resort Les Contamines/​Hauteluce,Les Contamines-Montjoie,France,6.72751,45.8210905,3.8 out of 5 stars,1164 m - 2437 m (Difference 1273 m),120.0,40.0,60.0,20.0,24.0,0,4,8,12,0
Ski resort Espace Villard Corrençon – Villard-de-Lans/​Corrençon-en-Vercors,Corrençon-en-Vercors,France,5.5272737,45.031815,3.8 out of 5 stars,1050 m - 2050 m (Difference 1000 m),125.0,50.0,50.0,25.0,19.0,0,2,6,10,0
Ski resort Les 7 Laux – Prapoutel/​Le Pleynet/​Pipay,Prapoutel,France,5.9954353,45.2567786,3.8 out of 5 stars,1350 m - 2400 m (Difference 1050 m),120.0,46.0,36.0,38.0,22.0,0,0,8,13,0
Ski resort Espace Lumière – Pra Loup/​Val d’Allos,Pra Loup,France,6.6027579,44.3697585,3.8 out of 5 stars,(1500 m  -) 1608 m - 2576 m (Difference 968 m),180.0,56.0,93.5,30.5,36.0,0,2,12,16,0
Ski resort La Clusaz/​Manigod,La Clusaz,France,6.4239011,45.9043659,3.8 out of 5 stars,1050 m - 2485 m (Difference 1435 m),125.0,67.0,42.0,16.0,49.0,1,4,14,27,0
Ski resort Zoncolan – Ravascletto/​Sutrio,Ravascletto,Italy,12.9221152,46.5229362,3.8 out of 5 stars,900 m - 1970 m (Difference 1070 m),23.0,9.0,10.0,4.0,11.0,1,0,5,1,4
Ski resort Lindvallen/​Högfjället (Sälen),Lindvallen,Sweden,13.193609,61.159705,3.8 out of 5 stars,579 m - 887 m (Difference 308 m),42.0,22.0,17.0,3.0,50.0,0,0,4,46,0
Ski resort Garmisch-Classic – Garmisch-Partenkirchen,Garmisch-Partenkirchen,Germany,11.0962815,47.4923741,3.8 out of 5 stars,740 m - 2050 m (Difference 1310 m),40.0,12.0,18.0,10.0,18.0,2,2,4,7,2
Ski resort Meiringen-Hasliberg,Hasliberg,Switzerland,8.2052569,46.7379056,3.8 out of 5 stars,(600 m  -) 1065 m - 2433 m (Difference 1368 m),60.0,20.0,34.0,6.0,13.0,1,4,4,4,0
Ski resort Bad Kleinkirchheim,Bad Kleinkirchheim,Austria,13.7983599,46.8144214,3.8 out of 5 stars,1087 m - 2055 m (Difference 968 m),103.0,18.0,77.0,8.0,22.0,0,4,8,9,0
Ski resort Brandnertal – Brand/​Bürserberg,Brand,Austria,9.721095133600434,47.08761615,3.8 out of 5 stars,904 m - 2000 m (Difference 1096 m),47.6,23.0,23.3,1.3,15.0,1,2,6,5,1
Ski resort Schilthorn – Mürren/​Lauterbrunnen,Mürren,Switzerland,7.8929321,46.5594576,3.7 out of 5 stars,796 m - 2970 m (Difference 2174 m),54.0,19.0,23.0,12.0,17.0,6,0,7,2,0
Ski resort Flachauwinkl/​Kleinarl (Shuttleberg),Kleinarl,Austria,13.33168609534533,47.2305949,3.7 out of 5 stars,1000 m - 1980 m (Difference 980 m),28.0,19.0,7.0,2.0,10.0,0,1,7,0,0
Ski resort Val Senales Glacier (Schnalstaler Gletscher),Kurzras (Maso Corto),Italy,10.7827459,46.7565098,3.7 out of 5 stars,2011 m - 3212 m (Difference 1201 m),42.0,10.0,18.0,14.0,11.0,1,1,5,4,0
Ski resort Pfelders (Moos in Passeier),Pfelders (Plan),Italy,11.0895074,46.7952778,3.7 out of 5 stars,1601 m - 2502 m (Difference 901 m),18.0,5.0,9.0,4.0,4.0,0,0,1,2,0
Ski resort Ifen,Riezlern,Austria,10.188329,47.3593581,3.7 out of 5 stars,1270 m - 2030 m (Difference 760 m),22.6,12.0,6.9,3.7,4.0,0,2,1,1,0
Ski resort Christlum – Achenkirch,Achenkirch,Austria,11.7056026,47.5276244,3.7 out of 5 stars,950 m - 1800 m (Difference 850 m),27.0,6.0,16.0,5.0,10.0,0,0,4,4,0
Ski resort Grand Tourmalet/​Pic du Midi – La Mongie/​Barèges,La Mongie,France,-1.3330366,47.0306867,3.7 out of 5 stars,1250 m - 2500 m (Difference 1250 m),100.0,58.0,35.0,7.0,30.0,3,0,15,12,0
Ski resort Sulden am Ortler (Solda all'Ortles),Sulden (Solda),Italy,10.5842617,46.5280433,3.7 out of 5 stars,1900 m - 3250 m (Difference 1350 m),44.0,17.0,13.0,14.0,11.0,2,2,5,1,0
Ski resort Hovden,Hovden i Setesdal,Norway,7.356017,59.5602422,3.7 out of 5 stars,763 m - 1183 m (Difference 420 m),42.5,23.1,17.7,1.7,9.0,0,0,3,5,0
Ski resort Sudelfeld – Bayrischzell,Bayrischzell,Germany,12.0148837,47.6737001,3.7 out of 5 stars,850 m - 1563 m (Difference 713 m),31.2,7.7,18.7,4.8,13.0,0,0,5,8,0
Ski resort Kaunertal Glacier (Kaunertaler Gletscher),Feichten,Austria,10.7460451,47.0289861,3.7 out of 5 stars,2150 m - 3113 m (Difference 963 m),55.0,22.5,19.0,13.5,7.0,1,2,2,2,0
Ski resort Diedamskopf – Schoppernau,Schoppernau,Austria,10.0150897,47.3133602,3.7 out of 5 stars,820 m - 2060 m (Difference 1240 m),40.0,13.0,18.0,9.0,9.0,0,2,2,4,1
Ski resort Crans-Montana,Crans,Switzerland,6.2058302,46.3579285,3.7 out of 5 stars,(540 m  -) 1510 m - 2927 m (Difference 1417 m),140.0,55.0,70.0,15.0,19.0,0,4,6,8,0
Ski resort Grosseck/​Speiereck – Mauterndorf/​St. Michael,Sankt Michael im Lungau,Austria,13.6099103445197,47.1154536,3.7 out of 5 stars,1095 m - 2400 m (Difference 1305 m),50.0,26.0,17.0,7.0,10.0,0,2,4,4,0
Ski resort Söllereck – Oberstdorf,Oberstdorf,Germany,10.2792549,47.4193767,3.7 out of 5 stars,820 m - 1450 m (Difference 630 m),14.0,7.9,5.4,0.7,7.0,0,1,1,2,3
Ski resort Nebelhorn – Oberstdorf,Oberstdorf,Germany,10.2792549,47.4193767,3.7 out of 5 stars,828 m - 2224 m (Difference 1396 m),12.9,2.8,5.1,5.0,6.0,1,2,2,1,0
Ski resort Oberjoch (Bad Hindelang) – Iseler,Oberjoch,Germany,10.4063763,47.5163566,3.7 out of 5 stars,1130 m - 1559 m (Difference 429 m),32.0,6.0,24.0,2.0,5.0,0,0,4,1,0
Ski resort Madrisa (Davos Klosters),Klosters,Switzerland,9.8750678,46.8829097,3.7 out of 5 stars,1142 m - 2602 m (Difference 1460 m),22.9,6.2,9.2,7.5,8.0,0,1,2,4,1
Ski resort Špindlerův Mlýn,Špindlerův Mlýn,Czech Republic,15.6067567,50.7256448,3.7 out of 5 stars,702 m - 1235 m (Difference 533 m),27.8,10.0,15.9,1.9,17.0,0,0,6,11,0
Ski resort Borovets,Borovets (Боровец),Bulgaria,25.3697814,41.6386553,3.7 out of 5 stars,1315 m - 2550 m (Difference 1235 m),58.0,24.0,29.0,5.0,13.0,0,1,4,8,0
Ski resort Kappl,Kappl,Austria,10.3755315,47.0633793,3.7 out of 5 stars,1180 m - 2690 m (Difference 1510 m),42.0,15.0,22.0,5.0,10.0,0,1,3,2,4
Ski resort Catinaccio/​Ciampedie – Vigo di Fassa/​Pera di Fassa,Vigo di Fassa,Italy,11.6726135,46.4204045,3.7 out of 5 stars,1322 m - 2095 m (Difference 773 m),13.5,6.4,6.2,0.9,6.0,1,0,5,0,0
Ski resort Dundret Lapland – Gällivare,Gällivare,Sweden,20.25,67.3,3.7 out of 5 stars,420 m - 750 m (Difference 330 m),12.0,6.0,3.0,3.0,5.0,0,0,1,3,0
Ski resort Gargellen,Gargellen,Austria,9.9187223,46.9721035,3.7 out of 5 stars,1423 m - 2300 m (Difference 877 m),28.2,19.2,6.0,3.0,8.0,0,1,3,4,0
Ski resort Les Orres,Les Orres 1650,France,6.5510313,44.5140024,3.7 out of 5 stars,1550 m - 2720 m (Difference 1170 m),100.0,30.0,60.0,10.0,17.0,0,0,7,8,2
Ski resort Dévoluy – Superdévoluy/​La Joue du Loup,La Joue du Loup,France,5.8930366,44.6883952,3.7 out of 5 stars,1500 m - 2500 m (Difference 1000 m),100.0,55.0,35.0,10.0,21.0,0,0,5,15,0
Ski resort Moelltal Glacier (Mölltaler Gletscher),Innerfragant,Austria,13.0571772,46.9618273,3.7 out of 5 stars,(1220 m  -) 2108 m - 3122 m (Difference 1014 m),36.0,6.5,20.0,9.5,9.0,0,1,5,2,0
Ski resort Disentis,Sedrun,Switzerland,8.7762198,46.6809591,3.7 out of 5 stars,1227 m - 2833 m (Difference 1606 m),60.0,20.0,30.0,10.0,12.0,2,0,3,5,0
Ski resort Hörnerbahn – Bolsterlang,Bolsterlang,Germany,10.234344,47.4661646,3.7 out of 5 stars,894 m - 1665 m (Difference 771 m),17.0,8.0,7.0,2.0,5.0,0,1,2,2,0
Ski resort Jahorina,Jahorina,Bosnia and Herzegovina,18.59764133520705,43.722677950000005,3.7 out of 5 stars,1300 m - 1890 m (Difference 590 m),52.0,25.0,24.0,3.0,18.0,0,2,5,5,4
Ski resort Brévent/​Flégère (Chamonix),Chamonix-Mont-Blanc,France,6.8727506,45.9246705,3.7 out of 5 stars,1030 m - 2525 m (Difference 1495 m),56.0,11.0,25.0,20.0,17.0,2,2,8,4,0
Ski resort Schwemmalm,Kuppelwies,Italy,10.9592684,46.531114,3.7 out of 5 stars,(1150 m  -) 1505 m - 2625 m (Difference 1120 m),25.1,7.1,14.3,3.7,5.0,0,1,3,1,0
Ski resort Pal/​Arinsal – La Massana,Arinsal,Andorra,1.4844029,42.5720821,3.7 out of 5 stars,(1230 m  -) 1550 m - 2537 m (Difference 987 m),63.0,31.0,24.0,8.0,31.0,1,2,12,7,0
Ski resort Meran 2000,Meran (Merano),Italy,11.1594185,46.6695547,3.7 out of 5 stars,(648 m  -) 1609 m - 2350 m (Difference 741 m),40.0,12.0,25.0,3.0,8.0,1,3,4,0,0
Ski resort Isola 2000,Isola 2000,France,7.145441205329339,44.1869246,3.7 out of 5 stars,1800 m - 2603 m (Difference 803 m),120.0,75.0,35.0,10.0,20.0,0,2,7,8,0
Ski resort Arber,Bodenmais,Germany,13.0996367,49.0668258,3.7 out of 5 stars,1050 m - 1456 m (Difference 406 m),11.5,4.5,4.0,3.0,6.0,0,1,2,3,0
Ski resort Les Houches/​Saint-Gervais – Prarion/​Bellevue (Chamonix),Les Houches,France,6.799138,45.891508,3.7 out of 5 stars,(584 m  -) 1000 m - 1900 m (Difference 900 m),55.0,25.0,25.0,5.0,15.0,1,1,8,3,0
Ski resort Lachtal,Lachtal,Austria,14.3682392,47.2524874,3.7 out of 5 stars,1600 m - 2222 m (Difference 622 m),26.2,7.2,16.0,3.0,10.0,0,0,2,6,1
Ski resort Bardonecchia,Bardonecchia,Italy,6.703205,45.078339,3.6 out of 5 stars,1312 m - 2800 m (Difference 1488 m),100.0,54.0,38.0,8.0,22.0,0,1,10,6,0
Ski resort Orcières Merlette 1850,Orcières-Merlette,France,6.3235516,44.6972064,3.6 out of 5 stars,1850 m - 2725 m (Difference 875 m),100.0,18.0,68.0,14.0,28.0,0,0,6,16,0
Ski resort Reinswald (San Martino in Sarentino),Reinswald (San Martino in Sarentino),Italy,11.4166506,46.6888931,3.6 out of 5 stars,1570 m - 2460 m (Difference 890 m),22.0,3.0,17.0,2.0,4.0,0,1,1,2,0
Ski resort Kolašin 1450/​Kolašin 1600,Kolašin,Montenegro,19.5218005,42.8238387,3.6 out of 5 stars,1420 m - 2072 m (Difference 652 m),45.0,20.0,20.0,5.0,8.0,0,0,4,3,0
Ski resort Skeikampen – Gausdal,Skei,Norway,10.0897633,61.337194,3.6 out of 5 stars,779 m - 1115 m (Difference 336 m),21.0,8.0,11.0,2.0,11.0,0,0,2,7,2
Ski resort Grossglockner Heiligenblut,Heiligenblut am Großglockner,Austria,12.8421104,47.0392667,3.6 out of 5 stars,1301 m - 2989 m (Difference 1688 m),47.0,17.0,29.0,1.0,10.0,1,3,1,4,0
Ski resort Pamporovo,Pamporovo,Bulgaria,24.6948671,41.6517608,3.6 out of 5 stars,1473 m - 1926 m (Difference 453 m),29.8,17.8,7.6,4.4,13.0,0,0,7,3,2
Ski resort Zettersfeld – Lienz,Lienz,Austria,12.51192976286156,46.904632,3.6 out of 5 stars,(728 m  -) 1660 m - 2278 m (Difference 618 m),21.0,7.9,11.5,1.6,6.0,0,1,3,2,0
Ski resort Vogel – Bohinj,Ukanc,Slovenia,13.8299754,46.2792903,3.6 out of 5 stars,569 m - 1800 m (Difference 1231 m),22.0,9.5,12.5,0.0,9.0,1,1,3,3,1
Ski resort Chamrousse,Chamrousse 1650 - Le Recoin,France,5.8769694,45.126209,3.6 out of 5 stars,1400 m - 2250 m (Difference 850 m),90.0,45.0,35.0,10.0,16.0,0,1,7,7,1
Ski resort Alto Sangro – Roccaraso/​Rivisondoli,Aremogna,Italy,14.0364822,41.824292,3.6 out of 5 stars,1309 m - 2141 m (Difference 832 m),90.5,37.0,32.6,20.9,24.0,0,6,9,8,0
Ski resort Le Grand Bornand,Le Grand Bornand,France,6.4271457,45.9418675,3.6 out of 5 stars,1000 m - 2100 m (Difference 1100 m),90.0,57.0,24.0,9.0,25.0,0,2,10,11,0
Ski resort Rosa Khutor,Rosa Khutor (Роза Хутор),Southern Russia,40.2970765,43.6709708,3.6 out of 5 stars,(560 m  -) 940 m - 2509 m (Difference 1569 m),102.0,62.0,24.0,16.0,27.0,0,10,11,2,0
Ski resort Auron (Saint-Etienne-de-Tinée),Auron,France,6.9309839,44.2262702,3.6 out of 5 stars,(1150 m  -) 1600 m - 2450 m (Difference 850 m),135.0,58.0,45.0,32.0,16.0,2,1,9,3,0
Ski resort Gemsstock – Andermatt,Andermatt,Switzerland,8.5948148,46.6340499,3.6 out of 5 stars,1444 m - 2961 m (Difference 1517 m),31.0,0.0,14.0,17.0,4.0,2,0,1,1,0
Ski resort Grüsch Danusa,Grüsch,Switzerland,9.6471438,46.9791866,3.6 out of 5 stars,600 m - 1800 m (Difference 1200 m),34.0,8.0,20.0,6.0,6.0,0,2,1,3,0
Ski resort Zuoz – Pizzet/​Albanas,Zuoz,Switzerland,9.9608039,46.6012885,3.6 out of 5 stars,1720 m - 2465 m (Difference 745 m),15.0,9.0,3.0,3.0,5.0,0,0,3,1,0
Ski resort Rosshütte – Seefeld,Seefeld in Tirol,Austria,11.1867187,47.3289241,3.6 out of 5 stars,1230 m - 2064 m (Difference 834 m),19.1,11.2,6.0,1.9,12.0,2,0,3,2,3
Ski resort Vemdalsskalet,Vemdalsskalet,Sweden,13.9740015,62.4830712,3.6 out of 5 stars,592 m - 946 m (Difference 354 m),18.0,5.0,8.0,5.0,12.0,0,0,4,6,2
Ski resort Patscherkofel – Innsbruck-Igls,Innsbruck,Austria,11.3927685,47.2654296,3.6 out of 5 stars,1009 m - 1965 m (Difference 956 m),19.0,5.0,10.0,4.0,6.0,0,1,0,3,1
Ski resort Hoch-Imst – Imst,Hoch-Imst,Austria,10.7244774,47.2401085,3.6 out of 5 stars,1053 m - 2026 m (Difference 973 m),10.3,2.6,5.8,1.9,4.0,0,2,0,1,0
Ski resort Brauneck – Lenggries/​Wegscheid,Lenggries,Germany,11.5763967,47.6831625,3.6 out of 5 stars,700 m - 1712 m (Difference 1012 m),30.7,3.5,20.7,6.5,15.0,0,1,4,10,0
Ski resort Szczyrk Mountain Resort,Szczyrk,Poland,19.0254613,49.7165976,3.6 out of 5 stars,524 m - 1257 m (Difference 733 m),36.6,22.4,9.8,4.4,10.0,0,1,6,3,0
Ski resort Sportgastein,Bad Gastein,Austria,13.16085298508295,47.0871124,3.6 out of 5 stars,1585 m - 2650 m (Difference 1065 m),18.2,3.5,13.2,1.5,3.0,0,2,0,1,0
Ski resort Mönichkirchen/​Mariensee,Mönichkirchen,Austria,16.0361905,47.5120788,3.6 out of 5 stars,865 m - 1432 m (Difference 567 m),13.5,5.5,6.0,2.0,5.0,0,0,3,1,0
Ski resort Diavolezza/​Lagalb,Pontresina,Switzerland,9.9042965,46.489993,3.6 out of 5 stars,2093 m - 3006 m (Difference 913 m),35.0,0.0,27.0,8.0,5.0,2,0,1,0,0
Ski resort Savognin,Savognin,Switzerland,9.5980124,46.5969026,3.6 out of 5 stars,1168 m - 2713 m (Difference 1545 m),73.5,32.5,38.0,3.0,12.0,0,2,1,6,3
Ski resort Mondolè Ski – Artesina/​Frabosa Soprana/​Prato Nevoso,Prato Nevoso,Italy,7.7855885,44.2552915,3.6 out of 5 stars,(803 m  -) 807 m - 2085 m (Difference 1278 m),105.0,42.7,51.0,11.6,25.0,0,1,14,4,6
Ski resort Villars/​Gryon/​Les Diablerets,Bretaye,Switzerland,7.0733557,46.3200336,3.5 out of 5 stars,1224 m - 2120 m (Difference 896 m),84.0,43.0,38.0,3.0,25.0,0,3,8,13,0
Ski resort Pila,Pila,Italy,8.0810802,45.7699441,3.5 out of 5 stars,(570 m  -) 1540 m - 2740 m (Difference 1200 m),70.0,11.0,51.0,8.0,12.0,1,4,7,0,0
Ski resort Ax 3 Domaines – Ax-les-Thermes,Ax-les-Thermes,France,1.8379765,42.7193597,3.5 out of 5 stars,(715 m  -) 1380 m - 2346 m (Difference 966 m),80.0,40.0,25.0,15.0,19.0,0,2,7,7,0
Ski resort Feldberg – Seebuck/​Grafenmatt/​Fahl,Feldberg,Germany,8.070282231665601,47.86345025,3.5 out of 5 stars,950 m - 1450 m (Difference 500 m),29.0,12.5,10.0,6.5,17.0,0,0,5,9,3
Ski resort Ordino Arcalís,L'Hortell,Andorra,1.504417,42.6239824,3.5 out of 5 stars,1940 m - 2625 m (Difference 685 m),30.0,13.0,14.0,3.0,15.0,0,1,4,6,1
Ski resort Splügen – Tambo,Splügen,Switzerland,9.3234097,46.553071,3.5 out of 5 stars,1484 m - 2215 m (Difference 731 m),30.0,12.0,12.0,6.0,7.0,0,2,2,1,0
Ski resort Grands Montets – Argentière (Chamonix),Argentière,France,6.9298616,45.9838402,3.5 out of 5 stars,1252 m - 2765 m (Difference 1513 m),29.0,6.0,9.0,14.0,7.0,0,2,3,2,0
Ski resort Hochkössen (Unterberghorn) – Kössen,Thurnbichl,Austria,12.417954,47.6564849,3.5 out of 5 stars,613 m - 1688 m (Difference 1075 m),22.7,10.5,9.2,3.0,11.0,0,1,3,4,2
Ski resort Malbun,Malbun,Liechtenstein,9.6083069,47.102619,3.5 out of 5 stars,1600 m - 2000 m (Difference 400 m),23.0,11.0,9.0,3.0,7.0,0,0,3,2,0
Ski resort Goldeck – Spittal an der Drau,Spittal an der Drau,Austria,13.4963308,46.7982211,3.5 out of 5 stars,547 m - 2142 m (Difference 1595 m),25.0,11.5,8.0,5.5,6.0,0,1,2,2,1
Ski resort Galsterberg – Pruggern,Michaelerberg-Pruggern,Austria,13.883338817569491,47.385314050000005,3.5 out of 5 stars,1142 m - 1984 m (Difference 842 m),11.2,4.1,6.6,0.5,5.0,0,1,1,2,1
Ski resort Bormio – Cima Bianca,Bormio,Italy,10.3721712,46.4692482,3.5 out of 5 stars,1200 m - 3017 m (Difference 1817 m),50.0,14.0,34.0,2.0,14.0,1,1,5,3,4
Ski resort Nesselwang – Alpspitze (Alpspitzbahn),Nesselwang,Germany,10.5003482,47.6218885,3.5 out of 5 stars,900 m - 1463 m (Difference 563 m),8.0,6.0,2.0,0.0,6.0,0,0,0,3,0
Ski resort Gaustablikk – Rjukan,Gaustablikk,Norway,8.733238821734151,59.88368695,3.5 out of 5 stars,702 m - 1252 m (Difference 550 m),35.0,21.0,10.0,4.0,14.0,0,0,2,10,1
Ski resort Vent,Vent,Austria,10.9146696,46.8600108,3.5 out of 5 stars,1900 m - 2646 m (Difference 746 m),15.0,5.0,10.0,0.0,4.0,0,0,2,2,0
Ski resort Puy-Saint-Vincent,Puy-Saint-Vincent Station 1600,France,6.4869856,44.8187943,3.5 out of 5 stars,1407 m - 2677 m (Difference 1270 m),75.0,28.0,34.0,13.0,11.0,0,0,8,3,0
Ski resort Eggli/​La Videmanette – Gstaad/​Saanen/​Rougemont,Gstaad,Switzerland,7.2873587,46.4761004,3.5 out of 5 stars,992 m - 2151 m (Difference 1159 m),58.0,35.2,17.4,5.4,9.0,1,2,3,3,0
Ski resort Les Portes du Mont-Blanc – Combloux/​Megève le Jaillet/​La Giettaz,Megève,France,6.617932,45.8567089,3.5 out of 5 stars,1113 m - 1835 m (Difference 722 m),85.0,28.0,50.0,7.0,22.0,0,1,8,13,0
Ski resort Valfréjus,Valfréjus,France,6.65726752475438,45.162254,3.5 out of 5 stars,1550 m - 2737 m (Difference 1187 m),70.0,40.0,20.0,10.0,9.0,0,1,4,3,0
Ski resort Krvavec,Cerklje na Gorenjskem,Slovenia,14.4872011,46.2525083,3.5 out of 5 stars,(602 m  -) 1450 m - 1971 m (Difference 521 m),30.0,7.0,15.0,8.0,13.0,0,1,7,3,2
Ski resort Spitzingsee-Tegernsee,Spitzingsee,Germany,11.885265363733344,47.66512235,3.5 out of 5 stars,980 m - 1580 m (Difference 600 m),14.2,1.7,8.2,4.3,10.0,0,0,3,5,0
Ski resort Rifflsee,Mandarfen,Austria,10.8709624,46.9687229,3.5 out of 5 stars,1640 m - 2800 m (Difference 1160 m),26.0,6.0,13.0,7.0,6.0,0,1,3,2,0
Ski resort Watles – Malles Venosta (Mals),Prämajur,Italy,10.5074286,46.7015738,3.5 out of 5 stars,1750 m - 2520 m (Difference 770 m),10.0,4.0,5.0,1.0,3.0,0,0,2,1,0
Ski resort Werfenweng,Werfenweng,Austria,13.2567806,47.4615532,3.5 out of 5 stars,902 m - 1834 m (Difference 932 m),29.0,13.0,15.0,1.0,9.0,0,2,2,4,1
Ski resort Weissee Gletscherwelt – Uttendorf,Enzingerboden,Austria,12.6261478,47.1714745,3.5 out of 5 stars,1482 m - 2600 m (Difference 1118 m),23.0,6.0,15.0,2.0,8.0,0,2,2,4,0
Ski resort Rinerhorn (Davos Klosters),Davos-Platz,Switzerland,9.8210273,46.7917679,3.5 out of 5 stars,1459 m - 2490 m (Difference 1031 m),51.5,15.6,23.1,12.8,7.0,0,1,0,6,0
Ski resort Venet – Landeck/​Zams/​Fliess,Zams,Austria,10.5890562,47.1582937,3.5 out of 5 stars,780 m - 2212 m (Difference 1432 m),16.0,0.0,15.0,1.0,6.0,1,0,2,3,0
Ski resort Mount Parnassos – Fterolakka/​Kellaria,Arachova,Greece,22.5841959,38.4800715,3.5 out of 5 stars,1581 m - 2250 m (Difference 669 m),23.4,16.9,6.5,0.0,17.0,0,2,2,6,1
Ski resort Tatranská Lomnica,Tatranská Lomnica,Slovakia,20.280602,49.1645786,3.5 out of 5 stars,888 m - 2190 m (Difference 1302 m),11.8,5.4,5.2,1.2,9.0,1,2,4,1,1
Ski resort Ramsau am Dachstein – Rittisberg,Ramsau am Dachstein,Austria,13.6531171,47.4217532,3.4 out of 5 stars,1035 m - 1636 m (Difference 601 m),12.9,7.7,4.2,1.0,8.0,0,0,0,6,0
Ski resort Walmendingerhorn/​Heuberg – Mittelberg/​Hirschegg,Mittelberg,Austria,10.1544534,47.3240997,3.4 out of 5 stars,1070 m - 1946 m (Difference 876 m),33.7,19.5,11.9,2.3,13.0,1,0,4,6,0
Ski resort Valberg/​Beuil les Launes,Valberg,France,6.9301384,44.0956228,3.4 out of 5 stars,1412 m - 2020 m (Difference 608 m),90.0,45.0,35.0,10.0,23.0,0,0,7,13,0
Ski resort La Norma,La Norma,France,6.7195245,45.1772565,3.4 out of 5 stars,1350 m - 2750 m (Difference 1400 m),65.0,17.0,43.0,5.0,13.0,0,1,5,6,0
Ski resort Zugspitze,Grainau,Germany,11.0259498,47.4753212,3.4 out of 5 stars,(700 m  -) 2000 m - 2720 m (Difference 720 m),20.0,7.0,13.0,0.0,10.0,3,0,2,4,0
Ski resort Muttereralm – Mutters/​Götzens,Götzens,Austria,11.3110357,47.2359336,3.4 out of 5 stars,897 m - 1804 m (Difference 907 m),16.4,6.8,8.6,1.0,6.0,0,2,1,1,2
Ski resort Grächen,Grächen,Switzerland,7.8421612,46.1960178,3.4 out of 5 stars,1619 m - 2864 m (Difference 1245 m),44.0,9.0,33.0,2.0,11.0,0,1,5,5,0
Ski resort Wurzeralm – Spital am Pyhrn,Spital am Pyhrn,Austria,14.3401869,47.6646136,3.4 out of 5 stars,810 m - 1870 m (Difference 1060 m),22.5,10.5,10.0,2.0,8.0,0,0,2,3,1
Ski resort Lavarone,Lavarone,Italy,11.2880019,45.9445551,3.4 out of 5 stars,1174 m - 1600 m (Difference 426 m),30.4,22.4,6.0,2.0,14.0,0,0,6,2,6
Ski resort Riksgränsen,Riksgränsen,Sweden,18.1207193,68.4266175,3.4 out of 5 stars,520 m - 909 m (Difference 389 m),21.0,10.0,10.0,1.0,6.0,0,0,2,4,0
Ski resort Anzère,Anzère,Switzerland,7.3989488,46.2970711,3.4 out of 5 stars,1516 m - 2420 m (Difference 904 m),58.0,12.0,37.0,9.0,13.0,0,1,4,5,3
Ski resort Aprica,Aprica,Italy,10.151656,46.152697,3.4 out of 5 stars,1162 m - 2270 m (Difference 1108 m),50.0,26.9,15.4,7.7,11.0,0,2,4,5,0
Ski resort Bukovel,Bukovel,Ukraine,24.41283,48.353783,3.4 out of 5 stars,859 m - 1372 m (Difference 513 m),68.0,29.0,28.0,11.0,19.0,0,0,16,3,0
Ski resort Aussois,Aussois,France,6.7413988,45.2275415,3.4 out of 5 stars,1500 m - 2750 m (Difference 1250 m),55.0,30.0,22.0,3.0,8.0,0,0,4,4,0
Ski resort Oslo – Tryvann (Skimore),Oslo,Norway,10.7389701,59.9133301,3.3 out of 5 stars,150 m - 531 m (Difference 381 m),9.3,3.4,4.6,1.3,10.0,0,0,3,4,3
Ski resort Fanningberg,Weißpriach,Austria,13.7025238,47.176786,3.3 out of 5 stars,1497 m - 2115 m (Difference 618 m),24.0,11.1,5.8,7.1,5.0,0,0,2,3,0
Ski resort Balderschwang – Hochschelpen/​Riedberger Horn,Balderschwang,Germany,10.0951051,47.4701391,3.3 out of 5 stars,1000 m - 1500 m (Difference 500 m),41.0,15.9,14.2,10.9,13.0,0,0,3,8,0
Ski resort Jöchelspitze – Bach,Bach,Austria,10.412906117436808,47.24407375,3.3 out of 5 stars,1200 m - 1768 m (Difference 568 m),5.0,2.5,2.5,0.0,2.0,0,1,0,0,0
Ski resort Ankogel – Mallnitz,Mallnitz,Austria,13.1706177,46.9886869,3.3 out of 5 stars,1266 m - 2636 m (Difference 1370 m),12.8,2.8,5.0,5.0,5.0,2,0,0,3,0
Ski resort Ochsenkopf,Bischofsgrün,Germany,11.7961871,50.0525984,3.3 out of 5 stars,659 m - 1024 m (Difference 365 m),4.7,2.4,2.3,0.0,4.0,0,2,0,0,0
Ski resort Hahnenkamm – Höfen/​Reutte,Reutte,Austria,10.7187955,47.4891092,3.3 out of 5 stars,854 m - 1900 m (Difference 1046 m),16.8,2.0,12.0,2.8,4.0,0,1,1,1,0
Ski resort Tärnaby,Tärnaby,Sweden,15.2765436,65.7114465,3.3 out of 5 stars,439 m - 789 m (Difference 350 m),20.0,10.0,9.0,1.0,5.0,0,0,1,4,0
Ski resort Donovaly (Park Snow),Donovaly,Slovakia,19.22813982088337,48.87898595,3.3 out of 5 stars,914 m - 1361 m (Difference 447 m),11.0,5.0,5.9,0.1,23.0,0,0,1,13,8
Ski resort Hochrindl – Sirnitz,Hochrindl,Austria,13.9941599,46.8599522,3.3 out of 5 stars,1470 m - 1832 m (Difference 362 m),20.6,5.4,11.4,3.8,7.0,0,0,1,5,0
Ski resort Riserva Bianca – Limone Piemonte,Panice Soprana,Italy,7.5690485,44.1699393,3.3 out of 5 stars,1046 m - 2060 m (Difference 1014 m),52.0,7.0,28.0,17.0,15.0,0,1,10,2,0
